N° del Establecimiento,Nombre del Establecimiento,Direccion,Mesa,Total de votantes,Cantidad de votantes,Hora,GOB-Votos afirmativos,GOB-Votos en blanco,SEN-Votos afirmativos,SEN-Votos en blanco,DIP-Votos afirmativos,DIP-Votos en blanco,INT-Votos afirmativos,INT-Votos en blanco,CNJ-Votos afirmativos,CNJ-Votos en blanco,Votos nulos
4275,Escuela Osvaldo Burela,Pedro Ortiz de Zárate 200-250,2960,348,212,19:00,191,21,188,24,188,24,188,24,182,30,0
4275,Escuela Osvaldo Burela,Pedro Ortiz de Zárate 200-250,2961,348,217,19:00,192,25,193,24,193,24,195,22,190,27,0
4275,Escuela Osvaldo Burela,Pedro Ortiz de Zárate 200-250,2962,348,213,19:00,197,16,192,21,191,22,193,20,190,23,0
4275,Escuela Osvaldo Burela,Pedro Ortiz de Zárate 200-250,2963,348,190,19:00,171,19,170,20,170,20,173,17,170,20,0
4275,Escuela Osvaldo Burela,Pedro Ortiz de Zárate 200-250,2964,348,206,19:00,206,0,198,8,198,8,194,12,194,12,0
4275,Escuela Osvaldo Burela,Pedro Ortiz de Zárate 200-250,2965,348,202,19:00,189,13,185,17,185,17,185,17,185,17,0
4275,Escuela Osvaldo Burela,Pedro Ortiz de Zárate 200-250,2966,348,228,19:00,212,15,208,19,209,18,207,20,200,27,1
4275,Escuela Osvaldo Burela,Pedro Ortiz de Zárate 200-250,2967,348,198,19:00,187,11,178,20,177,21,181,17,173,25,0
4275,Escuela Osvaldo Burela,Pedro Ortiz de Zárate 200-250,2968,348,219,19:00,205,14,199,20,196,23,195,24,193,26,0
4275,Escuela Osvaldo Burela,Pedro Ortiz de Zárate 200-250,2969,348,202,19:00,190,12,188,14,185,17,186,16,184,18,0
